query_id,cleaned_query,label
48042,information about sesame,6
90333,cotton leaf damage management,6
76088,attack of leaf eating caterpillar asking about spray for flowering,6
42721,farmer needs information regarding how to control caterpillar in soybean crop,6
155,tell me powdery mildew control in corinder,6
83834,termites control in sugarcane crop,6
50615,asking about erode horticulture department contact number,1
94539,ganne me kide ki samasya hai,6
56925,related to biogas,3
40858,farmer needs information regarding weather for your district,8
72293,information regarding control of leafminer in tomato,6
60931,stem borer insect problem in botter gourd,6
18876,tell me insect control in tinda,6
78962,asking about sugarcane top fertilizer management,5
21207,fertilizer spray on soybean,1
47429,ganne ke beej ko kisse upcharit kare,0
98424,weather information of pilibhit,2
69812,weed control in urd,2
12033,solar pump ki uplabdhata ki jankari,3
28261,asking about suitable paddy variety for this season traditional varieties,7
52483,termaite attaik in sugarcane crop,6
51674,asked about basal fertilizer management for groundnut,5
52828,information regarding weather forecasting in bhiwani,8
37315,weather information district lalitpur,8
86106,variety of urd,8
80632,farmer wants to know information about weather in bhind district,8
100406,how to control white yellow red leaf of paddy,5
92415,weather report of indus bankura,8
49955,tell me nutrient deficincy in wheat,5
50683,nutrient management in mentha,5
79377,asking about weather report in murshidabad district,8
94314,asking about anthiyur erode today weather report,8
76846,weather of bharich,6
69646,asked about tapioca fertigation management,5
1064,krishi yantra ki jankari,3
80670,bhindi ki patinya sookh rahai,6
68526,plant grouth infarmetion of chilli,6
76988,tell me flower fall down in mango,6
75738,farmer need information regarding control measures of girdle beetle in soyabean crio,6
80453,insect problem in mint,6
48708,farmer want to know information about weather of shahdol dist,8
19063,tell me variety of tinda,7
88900,weed management and aphid problem,9
93467,information regarding weather in panchkula,8
18571,attack of leaf eating caterpillar on cluster bean,6
60595,tell me control black flower in mango,6
57810,garlic plant protection,6
78047,asking contact no of mahatma phule krishi vidyapeethrahuriahmednagar,3
6219,ganne ko kitni duri par booye,0
59960,ask about in moong information,0
9403,control of white fly in cucumber,6
73685,insect problem in sugarcane,6
38631,tell me micro nutrient management in jeera,5
42786,asking about nematode management in tuberrose,1
35026,tell me sowing time of neem,6
91464,information regarding disease control in berseem,8
32365,tell me about vareity of guar,7
22322,til ki buvai karane ke liye beej kitna lagega,6
43000,tell me plant protaction in isbgol,6
15954,farmer asked about market rate of tur,4
82230,til ki prajati,7
15517,tell me about weather information of mathura,8
33497,sms sewa leni hai,3
7322,coriander sowing time,0
35442,plant protection in watermelon,6
40882,asking about purchasing of papaya seed,4
72533,ganne me 3 mahine ka kherpatwar laga hai,1
8505,asking about button shedding for coconut,5
47700,tell me about tarmit control in groudnut,6
67340,tell me about leaf blait diease control in bhindi,6
42461,plz give me weather information in badaun district in sahswan tahseel,8
72700,weather information of marihan mirzapur,8
20600,control of white fly in tomato,6
94686,tell me sowing time of groundnut,6
26038,tell me control of aphids in wheat,6
31979,tell me nutrient management in guava,5
5197,farmer want to know about weather information for chanderi tehshil ashoknagar district,8
41030,farmer need weather information of agar district of madhya pradesh,8
45051,weather information district bahraich,8
92822,ragi basal fertilizer management,5
18053,farmer want to know about weather information for indore district,8
72168,tell me micro nutrient management jamun,5
90316,plz tell me weather information for sultanpur,8
12336,asking about collar rot management in musk melon,6
19880,fertilizer application in paddy crop,1
71893,information regarding control of whitefly in cotton,8
4664,8823061885farmer want to know information about weather information in district,0
30343,top shoot borer control in sugarcane,6
23659,asked about market rate of onion asking about weather forecast,4
38036,asked about fertilizer dose for tamrind,1
89474,yellow mosaic diseases in greengram,6
73810,tell me about the control of green gram,6
90209,asking about root rot management in cluster bean,5
95348,information regarding weather in some clouds and chance of rainfall today,8
58584,information regarding of mushroom sirsa,6
24626,trmite control in mentha,6
75113,weather information in sambhal,8
48816,tell me control of disease in groundnut,6
93516,firozabad me barish ki sambhavna hain,8
51279,problem related to rice insurance,3
30944,tell me blight controle in garlic,6
32575,dhan ki patti pili pad rahe hai,6
90009,tell me about msp in mustard,4
46448,information about taking agriculture scheme,3
99957,fungus control of potato crop,6
15044,farmer want to know about weather information shahdol district,8
1422,asked about weather report information,8
76717,how to control sucking in tomato,6
91811,tell me about lucerne aphid control,6
3754,plant protection of mangofruit,6
88682,plz tell me weather information for tanda,8
31449,palak ki buvai ka samay bataye,6
7239,control for aphid in wheat crop,6
80646,farmer want to know information about market in indore mandi onion crop,4
42729,farmer want to know information about how to control of fungal attack in mango plant,6
44062,ask about nutrient management,5
78141,farmer need weather information of shahgarh tehsil in sagar district of madhya pradesh,8
52510,tell me control white grab in groundnut,2
93161,pls tell me weather information for dilari,8
86907,asking about planting spacing for poovan banana,0
57020,asking about paddy basal fertilizer management,1
39259,control flower dropping of aonla fruit,0
85824,regarding cultural practices of fig,0
2438,information regarding how to control thirps in chillie,6
22586,weed management in green gram,9
80916,how to control white fly in okra crop,6
77681,tell me control of root rot in guava,6
39824,washing of mango,0
64084,farmer wants to know information about weather forcasting in khargone district,8
45149,insect control in mentha corp,6
72778,give information about fisheries,2
37566,farmer needs information regarding how to control caterpillar in bengal gram,6
22665,control of leaf brownish cold injury in onion,6
59742,tell me weatehr information of bermer dist,8
37230,control of shoot rot in paddy,6
3876,tell me ag deptt,4
390,tell me doob grass in crop free field,9
62660,growth problem in wheat,1
22961,weather of una,6
2187,1ask about larvae sucking pests,8
22656,asking about nambiyur erode today weather report,8
87458,weather report of vishnupur bankura district,8
46937,insect problem,6
83460,farmer want to know information about weather forcasting in ashoknagar district,8
35047,regarding pradhan mantri fasal beema yojana,3
26411,control for flower drop in pomegranate,6
84803,insect conrtol management in gram,6
46376,tell me flower fall down in mango,6
18943,information regarding control of armyworm in maize,6
25377,weather information of sidharth nagar,8
59683,farmer need information regarding control measures of white fly attack in brinjal crop,6
18792,fertillizer dose for sugarcane,1
2490,aboweatherinformation,8
92704,information regarding weather in hissar,8
9110,tell me about disease control in khira,6
